cbsa_code,cbsa_name,year,permits_total,permits_sf,permits_mf_small,permits_mf_large,data_source,dq_flag
34980,Nashville-Davidson-Murfreesboro-Franklin,2003,14936,12904,261,1771,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2004,17983,14567,471,2945,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2005,18590,16000,407,2183,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2006,17283,15625,335,1323,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2007,14860,12039,193,2628,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2008,8816,6291,66,2459,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2009,5300,4324,44,932,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2010,5433,4279,65,1089,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2011,5796,4487,91,1218,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2012,8789,5882,56,2851,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2013,11578,7697,263,3618,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2014,14944,9075,94,5775,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2015,18291,11417,128,6746,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2016,20182,12830,153,7199,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2017,20631,13650,182,6799,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2018,19159,13470,99,5590,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2019,22812,14564,113,8135,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2020,27242,15631,355,11256,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2021,32322,17551,293,14478,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2022,28438,15507,337,12594,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2023,23676,13960,139,9577,census_bps,
34980,Nashville-Davidson-Murfreesboro-Franklin,2024,20038,14465,163,5410,census_bps,
35380,New Orleans-Metairie,2000,2164,1691,138,335,census_bps,
35380,New Orleans-Metairie,2001,2616,1870,31,715,census_bps,
35380,New Orleans-Metairie,2002,2687,2113,180,394,census_bps,
35380,New Orleans-Metairie,2003,3035,2611,415,9,census_bps,
35380,New Orleans-Metairie,2004,3054,2625,278,151,census_bps,
35380,New Orleans-Metairie,2005,2444,2192,186,66,census_bps,
35380,New Orleans-Metairie,2006,2892,2441,260,191,census_bps,
35380,New Orleans-Metairie,2007,4739,2423,377,1939,census_bps,
35380,New Orleans-Metairie,2008,3772,1870,610,1292,census_bps,
35380,New Orleans-Metairie,2009,2281,1639,337,305,census_bps,
35380,New Orleans-Metairie,2010,1633,1335,215,83,census_bps,
35380,New Orleans-Metairie,2011,1667,1286,277,104,census_bps,
35380,New Orleans-Metairie,2012,1398,1120,230,48,census_bps,
35380,New Orleans-Metairie,2013,1476,1303,147,26,census_bps,
35380,New Orleans-Metairie,2014,1676,1200,203,273,census_bps,
35380,New Orleans-Metairie,2015,1240,844,54,342,census_bps,
35380,New Orleans-Metairie,2016,1575,1087,117,371,census_bps,
35380,New Orleans-Metairie,2017,1528,1292,138,98,census_bps,
35380,New Orleans-Metairie,2018,2434,1624,188,622,census_bps,
35380,New Orleans-Metairie,2019,2391,1618,251,522,census_bps,
35380,New Orleans-Metairie,2020,2683,1898,305,480,census_bps,
35380,New Orleans-Metairie,2021,3322,2062,336,924,census_bps,
35380,New Orleans-Metairie,2022,1951,1452,399,100,census_bps,
35380,New Orleans-Metairie,2023,2246,1047,503,696,census_bps,
35380,New Orleans-Metairie,2024,1611,1007,336,268,census_bps,
35620,New York-Newark-Jersey City,2000,48735,24684,7626,16425,census_bps,
35620,New York-Newark-Jersey City,2001,43502,20201,8657,14644,census_bps,
35620,New York-Newark-Jersey City,2002,45793,19886,9377,16530,census_bps,
35620,New York-Newark-Jersey City,2003,48924,18695,11850,18379,census_bps,
35620,New York-Newark-Jersey City,2004,55821,18823,14542,22456,census_bps,
35620,New York-Newark-Jersey City,2005,66174,20391,13470,32313,census_bps,
35620,New York-Newark-Jersey City,2006,59982,15479,13271,31232,census_bps,
35620,New York-Newark-Jersey City,2007,55694,11849,9507,34338,census_bps,
35620,New York-Newark-Jersey City,2008,51174,8382,3600,39192,census_bps,
35620,New York-Newark-Jersey City,2009,16477,6266,1752,8459,census_bps,
35620,New York-Newark-Jersey City,2010,18479,6821,2249,9409,census_bps,
35620,New York-Newark-Jersey City,2011,21431,5901,1890,13640,census_bps,
35620,New York-Newark-Jersey City,2012,26820,6737,2045,18038,census_bps,
35620,New York-Newark-Jersey City,2013,39748,10068,2339,27341,census_bps,
35620,New York-Newark-Jersey City,2014,46625,11028,2350,33247,census_bps,
35620,New York-Newark-Jersey City,2015,84964,10506,2358,72100,census_bps,
35620,New York-Newark-Jersey City,2016,41723,9601,2436,29686,census_bps,
35620,New York-Newark-Jersey City,2017,48982,10393,2851,35738,census_bps,
35620,New York-Newark-Jersey City,2018,47990,10251,2712,35027,census_bps,
35620,New York-Newark-Jersey City,2019,61055,10959,3075,47021,census_bps,
35620,New York-Newark-Jersey City,2020,54716,10874,2502,41340,census_bps,
35620,New York-Newark-Jersey City,2021,56284,12781,2456,41047,census_bps,
35620,New York-Newark-Jersey City,2022,69429,12067,2337,55025,census_bps,
35620,New York-Newark-Jersey City,2023,62837,11541,2735,48561,census_bps,
35620,New York-Newark-Jersey City,2024,57929,12530,2846,42553,census_bps,
36420,Oklahoma City,2000,5390,4151,91,1148,census_bps,
36420,Oklahoma City,2001,5968,4719,101,1148,census_bps,
36420,Oklahoma City,2002,6352,5856,87,409,census_bps,
36420,Oklahoma City,2003,8082,6923,174,985,census_bps,
36420,Oklahoma City,2004,9331,7767,248,1316,census_bps,
36420,Oklahoma City,2005,9049,8201,112,736,census_bps,
36420,Oklahoma City,2006,7433,6975,63,395,census_bps,
36420,Oklahoma City,2007,6275,5491,188,596,census_bps,
36420,Oklahoma City,2008,4099,3742,136,221,census_bps,
36420,Oklahoma City,2009,3452,3119,99,234,census_bps,
36420,Oklahoma City,2010,3635,3032,108,495,census_bps,
36420,Oklahoma City,2011,3261,3079,32,150,census_bps,
36420,Oklahoma City,2012,6577,5474,125,978,census_bps,
36420,Oklahoma City,2013,7505,6359,132,1014,census_bps,
36420,Oklahoma City,2014,7870,5959,222,1689,census_bps,
36420,Oklahoma City,2015,6004,5518,200,286,census_bps,
36420,Oklahoma City,2016,6740,5039,208,1493,census_bps,
36420,Oklahoma City,2017,5419,5132,233,54,census_bps,
36420,Oklahoma City,2018,5730,5430,269,31,census_bps,
36420,Oklahoma City,2019,6557,5924,368,265,census_bps,
36420,Oklahoma City,2020,7431,6842,343,246,census_bps,
36420,Oklahoma City,2021,8080,7637,272,171,census_bps,
36420,Oklahoma City,2022,7048,5951,660,437,census_bps,
36420,Oklahoma City,2023,6736,5573,756,407,census_bps,
36420,Oklahoma City,2024,7707,6014,433,1260,census_bps,
36740,Orlando-Kissimmee-Sanford,2000,24924,15400,341,9183,census_bps,
36740,Orlando-Kissimmee-Sanford,2001,23319,16700,250,6369,census_bps,
36740,Orlando-Kissimmee-Sanford,2002,26208,17306,290,8612,census_bps,
36740,Orlando-Kissimmee-Sanford,2003,28233,22345,256,5632,census_bps,
36740,Orlando-Kissimmee-Sanford,2004,33992,27493,373,6126,census_bps,
36740,Orlando-Kissimmee-Sanford,2005,36137,26753,385,8999,census_bps,
36740,Orlando-Kissimmee-Sanford,2006,30984,23646,517,6821,census_bps,
36740,Orlando-Kissimmee-Sanford,2007,18638,11805,184,6649,census_bps,
36740,Orlando-Kissimmee-Sanford,2008,10233,5280,109,4844,census_bps,
36740,Orlando-Kissimmee-Sanford,2009,4487,3707,61,719,census_bps,
36740,Orlando-Kissimmee-Sanford,2010,5254,4221,67,966,census_bps,
36740,Orlando-Kissimmee-Sanford,2011,6505,4533,72,1900,census_bps,
36740,Orlando-Kissimmee-Sanford,2012,12006,7322,94,4590,census_bps,
36740,Orlando-Kissimmee-Sanford,2013,15563,9222,581,5760,census_bps,
36740,Orlando-Kissimmee-Sanford,2014,16115,9806,203,6106,census_bps,
36740,Orlando-Kissimmee-Sanford,2015,20474,12038,218,8218,census_bps,
36740,Orlando-Kissimmee-Sanford,2016,23254,14227,418,8609,census_bps,
36740,Orlando-Kissimmee-Sanford,2017,19065,14431,356,4278,census_bps,
36740,Orlando-Kissimmee-Sanford,2018,28882,16455,305,12122,census_bps,
36740,Orlando-Kissimmee-Sanford,2019,24470,14995,407,9068,census_bps,
36740,Orlando-Kissimmee-Sanford,2020,24499,15343,463,8693,census_bps,
36740,Orlando-Kissimmee-Sanford,2021,30618,17795,369,12454,census_bps,
36740,Orlando-Kissimmee-Sanford,2022,28683,16213,356,12114,census_bps,
36740,Orlando-Kissimmee-Sanford,2023,25415,17049,146,8220,census_bps,
36740,Orlando-Kissimmee-Sanford,2024,24135,15364,259,8512,census_bps,
37980,Philadelphia-Camden-Wilmington,2000,19520,15787,507,3226,census_bps,
37980,Philadelphia-Camden-Wilmington,2001,17846,14853,214,2779,census_bps,
37980,Philadelphia-Camden-Wilmington,2002,18975,16330,399,2246,census_bps,
37980,Philadelphia-Camden-Wilmington,2003,21080,15367,434,5279,census_bps,
37980,Philadelphia-Camden-Wilmington,2004,21010,15504,492,5014,census_bps,
37980,Philadelphia-Camden-Wilmington,2005,20242,15041,533,4668,census_bps,
37980,Philadelphia-Camden-Wilmington,2006,17212,11717,537,4958,census_bps,
37980,Philadelphia-Camden-Wilmington,2007,13477,9542,371,3564,census_bps,
37980,Philadelphia-Camden-Wilmington,2008,10570,7269,276,3025,census_bps,
37980,Philadelphia-Camden-Wilmington,2009,7093,4963,307,1823,census_bps,
37980,Philadelphia-Camden-Wilmington,2010,7053,5186,529,1338,census_bps,
37980,Philadelphia-Camden-Wilmington,2011,6979,4456,456,2067,census_bps,
37980,Philadelphia-Camden-Wilmington,2012,9270,5175,558,3537,census_bps,
37980,Philadelphia-Camden-Wilmington,2013,11217,6252,735,4230,census_bps,
37980,Philadelphia-Camden-Wilmington,2014,13631,6379,729,6523,census_bps,
37980,Philadelphia-Camden-Wilmington,2015,12317,6548,709,5060,census_bps,
37980,Philadelphia-Camden-Wilmington,2016,12245,7016,766,4463,census_bps,
37980,Philadelphia-Camden-Wilmington,2017,13544,7233,771,5540,census_bps,
37980,Philadelphia-Camden-Wilmington,2018,13156,6875,906,5375,census_bps,
37980,Philadelphia-Camden-Wilmington,2019,15607,6963,1104,7540,census_bps,
37980,Philadelphia-Camden-Wilmington,2020,16201,7999,1251,6951,census_bps,
37980,Philadelphia-Camden-Wilmington,2021,36307,8868,2012,25427,census_bps,
37980,Philadelphia-Camden-Wilmington,2022,14371,8534,946,4891,census_bps,
37980,Philadelphia-Camden-Wilmington,2023,12019,6255,638,5126,census_bps,
37980,Philadelphia-Camden-Wilmington,2024,14214,8324,846,5044,census_bps,
38060,Phoenix-Mesa-Chandler,2000,45310,34232,787,10291,census_bps,
38060,Phoenix-Mesa-Chandler,2001,46100,37170,687,8243,census_bps,
38060,Phoenix-Mesa-Chandler,2002,47899,40002,554,7343,census_bps,
38060,Phoenix-Mesa-Chandler,2003,54860,47285,752,6823,census_bps,
38060,Phoenix-Mesa-Chandler,2004,65259,57360,1606,6293,census_bps,
38060,Phoenix-Mesa-Chandler,2005,62617,54313,828,7476,census_bps,
38060,Phoenix-Mesa-Chandler,2006,44280,36282,1496,6502,census_bps,
38060,Phoenix-Mesa-Chandler,2007,37272,26404,1112,9756,census_bps,
38060,Phoenix-Mesa-Chandler,2008,18533,12657,463,5413,census_bps,
38060,Phoenix-Mesa-Chandler,2009,9272,8598,60,614,census_bps,
38060,Phoenix-Mesa-Chandler,2010,8300,7212,84,1004,census_bps,
38060,Phoenix-Mesa-Chandler,2011,9081,7297,98,1686,census_bps,
38060,Phoenix-Mesa-Chandler,2012,15967,11931,337,3699,census_bps,
38060,Phoenix-Mesa-Chandler,2013,18737,12959,329,5449,census_bps,
38060,Phoenix-Mesa-Chandler,2014,20341,11557,281,8503,census_bps,
38060,Phoenix-Mesa-Chandler,2015,22402,16621,354,5427,census_bps,
38060,Phoenix-Mesa-Chandler,2016,28583,18433,571,9579,census_bps,
38060,Phoenix-Mesa-Chandler,2017,29312,20471,514,8327,census_bps,
38060,Phoenix-Mesa-Chandler,2018,31343,23526,669,7148,census_bps,
38060,Phoenix-Mesa-Chandler,2019,35873,25026,838,10009,census_bps,
38060,Phoenix-Mesa-Chandler,2020,48219,31658,888,15673,census_bps,
38060,Phoenix-Mesa-Chandler,2021,50581,34347,1350,14884,census_bps,
38060,Phoenix-Mesa-Chandler,2022,47804,26797,1765,19242,census_bps,
38060,Phoenix-Mesa-Chandler,2023,45616,24708,1872,19036,census_bps,
38060,Phoenix-Mesa-Chandler,2024,45884,30277,1772,13835,census_bps,
38300,Pittsburgh,2000,6851,5404,421,1026,census_bps,
38300,Pittsburgh,2001,7115,5156,345,1614,census_bps,
38300,Pittsburgh,2002,7262,5468,450,1344,census_bps,
38300,Pittsburgh,2003,6714,5467,488,759,census_bps,
38300,Pittsburgh,2004,7084,5762,450,872,census_bps,
38300,Pittsburgh,2005,5770,4841,306,623,census_bps,
38300,Pittsburgh,2006,5752,4486,241,1025,census_bps,
38300,Pittsburgh,2007,4777,3928,298,551,census_bps,
38300,Pittsburgh,2008,3879,3472,127,280,census_bps,
38300,Pittsburgh,2009,3135,2731,123,281,census_bps,
38300,Pittsburgh,2010,3720,3501,182,37,census_bps,
38300,Pittsburgh,2011,2949,2687,97,165,census_bps,
38300,Pittsburgh,2012,3507,2957,191,359,census_bps,
38300,Pittsburgh,2013,4606,3294,103,1209,census_bps,
38300,Pittsburgh,2014,4231,3123,151,957,census_bps,
38300,Pittsburgh,2015,5317,3342,232,1743,census_bps,
38300,Pittsburgh,2016,4501,3085,230,1186,census_bps,
38300,Pittsburgh,2017,4438,3036,278,1124,census_bps,
38300,Pittsburgh,2018,4083,3023,143,917,census_bps,
38300,Pittsburgh,2019,4062,2908,150,1004,census_bps,
38300,Pittsburgh,2020,4888,3505,336,1047,census_bps,
38300,Pittsburgh,2021,5290,3958,286,1046,census_bps,
38300,Pittsburgh,2022,5919,3151,204,2564,census_bps,
38300,Pittsburgh,2023,6342,3380,131,2831,census_bps,
38300,Pittsburgh,2024,5412,3530,133,1749,census_bps,
38900,Portland-Vancouver-Hillsboro,2000,12998,9760,572,2666,census_bps,
38900,Portland-Vancouver-Hillsboro,2001,13874,10689,550,2635,census_bps,
38900,Portland-Vancouver-Hillsboro,2002,14378,10467,751,3160,census_bps,
38900,Portland-Vancouver-Hillsboro,2003,16003,10576,659,4768,census_bps,
38900,Portland-Vancouver-Hillsboro,2004,15859,11285,656,3918,census_bps,
38900,Portland-Vancouver-Hillsboro,2005,17251,12789,704,3758,census_bps,
38900,Portland-Vancouver-Hillsboro,2006,15376,10210,500,4666,census_bps,
38900,Portland-Vancouver-Hillsboro,2007,13115,8410,463,4242,census_bps,
38900,Portland-Vancouver-Hillsboro,2008,7408,4285,191,2932,census_bps,
38900,Portland-Vancouver-Hillsboro,2009,4020,3011,84,925,census_bps,
38900,Portland-Vancouver-Hillsboro,2010,4476,3359,126,991,census_bps,
38900,Portland-Vancouver-Hillsboro,2011,5213,3132,87,1994,census_bps,
38900,Portland-Vancouver-Hillsboro,2012,7785,4501,177,3107,census_bps,
38900,Portland-Vancouver-Hillsboro,2013,11730,5717,151,5862,census_bps,
38900,Portland-Vancouver-Hillsboro,2014,12356,5462,213,6681,census_bps,
38900,Portland-Vancouver-Hillsboro,2015,13967,7102,311,6554,census_bps,
38900,Portland-Vancouver-Hillsboro,2016,14729,7397,234,7098,census_bps,
38900,Portland-Vancouver-Hillsboro,2017,15983,6211,268,9504,census_bps,
38900,Portland-Vancouver-Hillsboro,2018,14180,6869,263,7048,census_bps,
38900,Portland-Vancouver-Hillsboro,2019,16815,7688,408,8719,census_bps,
38900,Portland-Vancouver-Hillsboro,2020,13446,7513,252,5681,census_bps,
38900,Portland-Vancouver-Hillsboro,2021,15023,8008,468,6547,census_bps,
38900,Portland-Vancouver-Hillsboro,2022,12978,6029,195,6754,census_bps,
38900,Portland-Vancouver-Hillsboro,2023,11382,6326,252,4804,census_bps,
38900,Portland-Vancouver-Hillsboro,2024,9453,6345,195,2913,census_bps,
39300,Providence-Warwick,2000,4246,3782,243,221,census_bps,
39300,Providence-Warwick,2001,3902,3522,234,146,census_bps,
39300,Providence-Warwick,2002,4551,3722,280,549,census_bps,
39300,Providence-Warwick,2003,4035,3338,149,548,census_bps,
39300,Providence-Warwick,2004,4410,3403,202,805,census_bps,
39300,Providence-Warwick,2005,4653,3202,369,1082,census_bps,
39300,Providence-Warwick,2006,3685,2831,513,341,census_bps,
39300,Providence-Warwick,2007,3085,2241,346,498,census_bps,
39300,Providence-Warwick,2008,1598,1368,142,88,census_bps,
39300,Providence-Warwick,2009,1437,1158,146,133,census_bps,
39300,Providence-Warwick,2010,1439,1205,97,137,census_bps,
39300,Providence-Warwick,2011,1178,963,158,57,census_bps,
39300,Providence-Warwick,2012,1361,1144,68,149,census_bps,
39300,Providence-Warwick,2013,1974,1465,124,385,census_bps,
39300,Providence-Warwick,2014,1775,1441,125,209,census_bps,
39300,Providence-Warwick,2015,1818,1482,144,192,census_bps,
39300,Providence-Warwick,2016,2564,1662,219,683,census_bps,
39300,Providence-Warwick,2017,2010,1722,128,160,census_bps,
39300,Providence-Warwick,2018,1963,1553,201,209,census_bps,
39300,Providence-Warwick,2019,2048,1592,281,175,census_bps,
39300,Providence-Warwick,2020,2068,1621,318,129,census_bps,
39300,Providence-Warwick,2021,2258,1788,278,192,census_bps,
39300,Providence-Warwick,2022,2123,1560,306,257,census_bps,
39300,Providence-Warwick,2023,1930,1255,237,438,census_bps,
39300,Providence-Warwick,2024,2620,1339,463,818,census_bps,
39580,Raleigh-Cary,2000,14202,9519,140,4543,census_bps,
39580,Raleigh-Cary,2001,13782,10681,191,2910,census_bps,
39580,Raleigh-Cary,2002,11678,10581,389,708,census_bps,
39580,Raleigh-Cary,2003,12660,10357,304,1999,census_bps,
39580,Raleigh-Cary,2004,14404,12083,123,2198,census_bps,
39580,Raleigh-Cary,2005,14614,13967,169,478,census_bps,
39580,Raleigh-Cary,2006,17712,13521,183,4008,census_bps,
39580,Raleigh-Cary,2007,16614,12764,192,3658,census_bps,
39580,Raleigh-Cary,2008,11397,6572,33,4792,census_bps,
39580,Raleigh-Cary,2009,4894,4377,16,501,census_bps,
39580,Raleigh-Cary,2010,5213,4653,17,543,census_bps,
39580,Raleigh-Cary,2011,6366,4753,22,1591,census_bps,
39580,Raleigh-Cary,2012,12926,6425,105,6396,census_bps,
39580,Raleigh-Cary,2013,11431,8034,10,3387,census_bps,
39580,Raleigh-Cary,2014,11647,7680,4,3963,census_bps,
39580,Raleigh-Cary,2015,11987,8694,26,3267,census_bps,
39580,Raleigh-Cary,2016,13514,9442,35,4037,census_bps,
39580,Raleigh-Cary,2017,14180,10752,32,3396,census_bps,
39580,Raleigh-Cary,2018,15950,11160,101,4689,census_bps,
39580,Raleigh-Cary,2019,13320,11142,61,2117,census_bps,
39580,Raleigh-Cary,2020,16958,12697,32,4229,census_bps,
39580,Raleigh-Cary,2021,21649,14227,54,7368,census_bps,
39580,Raleigh-Cary,2022,22390,12488,56,9846,census_bps,
39580,Raleigh-Cary,2023,20619,12147,85,8387,census_bps,
39580,Raleigh-Cary,2024,18979,13343,62,5574,census_bps,
40060,Richmond,2000,6110,5893,142,75,census_bps,
40060,Richmond,2001,8368,6757,133,1478,census_bps,
40060,Richmond,2002,8912,7149,49,1714,census_bps,
40060,Richmond,2003,8253,6690,247,1316,census_bps,
40060,Richmond,2004,8072,6714,272,1086,census_bps,
40060,Richmond,2005,8395,7336,188,871,census_bps,
40060,Richmond,2006,6889,6400,174,315,census_bps,
40060,Richmond,2007,6267,5107,248,912,census_bps,
40060,Richmond,2008,4458,3429,71,958,census_bps,
40060,Richmond,2009,2987,2373,80,534,census_bps,
40060,Richmond,2010,3177,2193,93,891,census_bps,
40060,Richmond,2011,2520,2163,37,320,census_bps,
40060,Richmond,2012,3992,2569,173,1250,census_bps,
40060,Richmond,2013,4747,3297,84,1366,census_bps,
40060,Richmond,2014,4252,3121,125,1006,census_bps,
40060,Richmond,2015,4811,3555,102,1154,census_bps,
40060,Richmond,2016,4834,3918,139,777,census_bps,
40060,Richmond,2017,7070,4539,181,2350,census_bps,
40060,Richmond,2018,5972,4409,379,1184,census_bps,
40060,Richmond,2019,8340,4481,370,3489,census_bps,
40060,Richmond,2020,8190,5330,601,2259,census_bps,
40060,Richmond,2021,9547,5946,447,3154,census_bps,
40060,Richmond,2022,10414,4503,145,5766,census_bps,
40060,Richmond,2023,9973,4590,232,5151,census_bps,
40060,Richmond,2024,8642,5023,211,3408,census_bps,
40140,Riverside-San Bernardino-Ontario,2000,21496,19090,208,2198,census_bps,
40140,Riverside-San Bernardino-Ontario,2001,27417,23596,335,3486,census_bps,
40140,Riverside-San Bernardino-Ontario,2002,32474,30038,323,2113,census_bps,
40140,Riverside-San Bernardino-Ontario,2003,42252,35965,719,5568,census_bps,
40140,Riverside-San Bernardino-Ontario,2004,51463,43142,1085,7236,census_bps,
40140,Riverside-San Bernardino-Ontario,2005,51008,45485,1071,4452,census_bps,
40140,Riverside-San Bernardino-Ontario,2006,38089,33498,963,3628,census_bps,
40140,Riverside-San Bernardino-Ontario,2007,20086,16019,721,3346,census_bps,
40140,Riverside-San Bernardino-Ontario,2008,8946,5796,217,2933,census_bps,
40140,Riverside-San Bernardino-Ontario,2009,6335,4887,68,1380,census_bps,
40140,Riverside-San Bernardino-Ontario,2010,6336,5287,174,875,census_bps,
40140,Riverside-San Bernardino-Ontario,2011,4736,3378,71,1287,census_bps,
40140,Riverside-San Bernardino-Ontario,2012,5949,4488,129,1332,census_bps,
40140,Riverside-San Bernardino-Ontario,2013,9348,6472,308,2568,census_bps,
40140,Riverside-San Bernardino-Ontario,2014,10166,7222,295,2649,census_bps,
40140,Riverside-San Bernardino-Ontario,2015,9926,7816,230,1880,census_bps,
40140,Riverside-San Bernardino-Ontario,2016,10921,8837,150,1934,census_bps,
40140,Riverside-San Bernardino-Ontario,2017,14676,10955,447,3274,census_bps,
40140,Riverside-San Bernardino-Ontario,2018,14809,11591,445,2773,census_bps,
40140,Riverside-San Bernardino-Ontario,2019,14599,11147,281,3171,census_bps,
40140,Riverside-San Bernardino-Ontario,2020,15232,12897,535,1800,census_bps,
40140,Riverside-San Bernardino-Ontario,2021,15606,11962,586,3058,census_bps,
40140,Riverside-San Bernardino-Ontario,2022,16747,12467,623,3657,census_bps,
40140,Riverside-San Bernardino-Ontario,2023,20268,12463,457,7348,census_bps,
40140,Riverside-San Bernardino-Ontario,2024,15824,11633,463,3728,census_bps,
40380,Rochester,2000,3285,2420,61,804,census_bps,
40380,Rochester,2001,3004,2405,166,433,census_bps,
40380,Rochester,2002,2991,2458,130,403,census_bps,
40380,Rochester,2003,3422,2624,183,615,census_bps,
40380,Rochester,2004,3045,2401,127,517,census_bps,
40380,Rochester,2005,2730,2255,56,419,census_bps,
40380,Rochester,2006,2288,1961,93,234,census_bps,
40380,Rochester,2007,1906,1611,74,221,census_bps,
40380,Rochester,2008,1898,1444,134,320,census_bps,
40380,Rochester,2009,1625,1157,93,375,census_bps,
40380,Rochester,2010,1449,1129,127,193,census_bps,
40380,Rochester,2011,1523,1049,221,253,census_bps,
40380,Rochester,2012,1600,1184,66,350,census_bps,
40380,Rochester,2013,1292,1043,98,151,census_bps,
40380,Rochester,2014,1721,1206,87,428,census_bps,
40380,Rochester,2015,2602,1335,195,1072,census_bps,
40380,Rochester,2016,2016,1264,143,609,census_bps,
40380,Rochester,2017,1718,1125,50,543,census_bps,
40380,Rochester,2018,2134,1112,54,968,census_bps,
40380,Rochester,2019,1894,1031,120,743,census_bps,
40380,Rochester,2020,2164,1071,129,964,census_bps,
40380,Rochester,2021,1706,1122,131,453,census_bps,
40380,Rochester,2022,2577,1079,226,1272,census_bps,
40380,Rochester,2023,1656,841,173,642,census_bps,
40380,Rochester,2024,1801,917,160,724,census_bps,
40900,Sacramento-Roseville-Folsom,2000,16793,13468,136,3189,census_bps,
40900,Sacramento-Roseville-Folsom,2001,18434,14719,263,3452,census_bps,
40900,Sacramento-Roseville-Folsom,2002,22099,17614,303,4182,census_bps,
40900,Sacramento-Roseville-Folsom,2003,22832,18165,221,4446,census_bps,
40900,Sacramento-Roseville-Folsom,2004,21999,18523,306,3170,census_bps,
40900,Sacramento-Roseville-Folsom,2005,20182,16380,309,3493,census_bps,
40900,Sacramento-Roseville-Folsom,2006,11877,8714,305,2858,census_bps,
40900,Sacramento-Roseville-Folsom,2007,8050,6924,203,923,census_bps,
40900,Sacramento-Roseville-Folsom,2008,5511,3952,34,1525,census_bps,
40900,Sacramento-Roseville-Folsom,2009,2710,2415,36,259,census_bps,
40900,Sacramento-Roseville-Folsom,2010,2702,2166,30,506,census_bps,
40900,Sacramento-Roseville-Folsom,2011,2491,1873,8,610,census_bps,
40900,Sacramento-Roseville-Folsom,2012,3408,2848,42,518,census_bps,
40900,Sacramento-Roseville-Folsom,2013,4189,3539,52,598,census_bps,
40900,Sacramento-Roseville-Folsom,2014,4159,3694,42,423,census_bps,
40900,Sacramento-Roseville-Folsom,2015,6184,5175,104,905,census_bps,
40900,Sacramento-Roseville-Folsom,2016,7204,6135,130,939,census_bps,
40900,Sacramento-Roseville-Folsom,2017,9503,6815,92,2596,census_bps,
40900,Sacramento-Roseville-Folsom,2018,7873,6393,55,1425,census_bps,
40900,Sacramento-Roseville-Folsom,2019,9431,7184,210,2037,census_bps,
40900,Sacramento-Roseville-Folsom,2020,11164,7279,201,3684,census_bps,
40900,Sacramento-Roseville-Folsom,2021,12434,9390,188,2856,census_bps,
40900,Sacramento-Roseville-Folsom,2022,10800,8170,303,2327,census_bps,
40900,Sacramento-Roseville-Folsom,2023,11941,7931,201,3809,census_bps,
40900,Sacramento-Roseville-Folsom,2024,11613,8579,333,2701,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2000,12307,9638,623,2046,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2001,12077,10105,575,1397,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2002,14340,11299,1052,1989,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2003,14753,12174,822,1757,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2004,15713,13465,635,1613,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2005,15502,13362,679,1461,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2006,11807,10138,445,1224,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2007,10311,8119,568,1624,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2008,5734,4655,342,737,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2009,5160,4048,252,860,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2010,5654,4251,360,1043,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2011,4403,3287,388,728,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2012,5489,4014,176,1299,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2013,5548,4646,173,729,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2014,6992,4538,178,2276,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2015,7698,5054,149,2495,census_bps,
41180,San Jose-Sunnyvale-Santa Clara,2016,7711,5378,128,2205,census_bps,
